# ra	dec	mag	bv	bayer	flamsteed	constellation
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
256.2721	-45.5017	6.28	+0.07			
261.1129	36.9519	6.28	+0.88			
263.8954	-59.8461	6.28	-0.08			
265.1717	31.2875	6.28	+1.05			
270.3462	-17.1569	6.28	+1.80		6	Sgr
271.7975	-21.4439	6.28	+0.12			
277.5596	-5.7242	6.28	+0.95			
279.9650	7.3583	6.28	+0.96			
283.0296	41.3833	6.28	-0.09			
295.9829	27.1356	6.28	+1.10			
299.7350	-30.5381	6.28	+1.05			
301.2221	68.0272	6.28	+1.65			
310.3504	-26.0000	6.28	+1.22			
312.9096	-62.4292	6.28	+0.15			
324.7754	-33.6792	6.28	+0.92			
326.6000	25.5633	6.28	+1.21			
330.5496	-17.9036	6.28	+1.01			
339.1221	-40.5828	6.28	+0.12	σ¹		Gru
341.8296	-34.1611	6.28	+1.16			
344.3867	3.8103	6.28	+1.12			
345.3458	-22.7908	6.28	+0.13			
358.2700	2.0906	6.28	-0.01		25	Psc
1.2658	-0.5031	6.29	+1.10			
15.8233	-29.5258	6.29	+0.93			
17.3012	80.0117	6.29				
20.9062	34.2458	6.29	+0.83			
33.3383	74.0278	6.29	+0.91			
44.3046	-29.8553	6.29	+0.47			
52.8725	49.2097	6.29	+0.09			
54.1250	-78.3231	6.29	+1.15			
66.0508	-57.0714	6.29	+0.66			
75.0550	-78.3003	6.29	+1.51			
82.6808	22.4625	6.29	+1.18			
86.8112	42.5267	6.29	+1.35			
87.7350	51.5147	6.29	+1.05			
97.5125	-65.5683	6.29	+0.33			
100.5683	-38.3986	6.29	+0.34			
102.6762	-8.0411	6.29	0.00			
103.8942	8.3247	6.29	+0.04			
104.1904	-35.3417	6.29	+1.29			
109.3821	-6.6800	6.29	+1.62			
120.8729	-42.9486	6.29	+1.01			
124.3821	8.8661	6.29	+0.98			
130.5871	-55.7742	6.29	+1.18			
134.4946	30.2336	6.29	+0.43		61	Cnc
138.3275	-42.2736	6.29	+1.25			
141.9650	75.0983	6.29	+0.07			
141.3854	16.5856	6.29	+0.97			
159.0192	-26.6750	6.29	+0.48			
174.2550	-32.9881	6.29	+0.46			
183.9225	72.5508	6.29	+1.14			
188.3925	24.2831	6.29	+0.11		22	Com
205.0887	57.2075	6.29	+0.10			
223.1379	-30.5769	6.29	+0.60			
224.3067	-29.1578	6.29	-0.04			
238.6679	8.5803	6.29	+0.18		40	Ser
239.0579	-31.7858	6.29	+0.43			
241.4075	8.0961	6.29	+0.08			
242.9154	33.3425	6.29	+1.20			
244.7821	-20.2178	6.29	+1.08			
247.1808	51.4078	6.29	+1.05			
252.6504	41.8967	6.29	+1.08			
256.7217	-26.5131	6.29	-0.04			
257.6275	52.4089	6.29	0.00			
260.7138	-2.3883	6.29	+0.68			
269.4908	-39.1369	6.29	+0.01			
269.2333	6.4878	6.29	0.00			
271.7229	50.8228	6.29	+1.04			
273.8858	45.2094	6.29	+0.62			
279.2875	16.1983	6.29	+0.90			
283.1187	-26.6503	6.29	+0.94			
284.9921	22.8147	6.29	+1.75			
286.7854	-18.7378	6.29	-0.04			
293.2921	60.1586	6.29	+1.57			
298.2550	47.8075	6.29	-0.11			
300.3600	-40.8142	6.29	+0.11			
304.3712	42.7219	6.29	+1.64			
310.7208	-39.5586	6.29	+1.08			
312.1779	51.9106	6.29	-0.07			
320.0583	22.0264	6.29	-0.08			
327.3621	20.4625	6.29	-0.10			
326.7542	70.1508	6.29				
336.5446	-23.6825	6.29	-0.03			
337.0821	64.0856	6.29	+1.08			
338.9725	50.0711	6.29	-0.05			
344.7929	52.6544	6.29	+1.42			
345.1025	-25.6267	6.29	+1.13			
350.6687	20.8286	6.29	-0.04		65	Peg
352.9254	-21.3694	6.29	+0.33		100	Aqr
0.0800	-44.2906	6.29	+0.76			
0.9662	66.7122	6.29	+1.67			
3.3500	26.9872	6.30	+0.65			
8.2046	28.2803	6.30	+1.00			
18.4388	7.5783	6.30	+0.49	ζ	86	Psc
38.0617	-36.4275	6.30	+1.02			
39.6158	38.0894	6.30	-0.03			
40.6204	10.7417	6.30	+0.06			
41.7646	35.5550	6.30				
54.5821	56.9328	6.30	-0.13			
56.1408	-54.2739	6.30	+1.04			
57.8158	13.0458	6.30	-0.07			
59.6213	38.8403	6.30	+1.08			
69.2121	-30.7167	6.30	-0.10			
92.9417	52.6472	6.30	+0.14			
100.8471	-39.1933	6.30	+0.26			
103.3058	38.4381	6.30	+0.49		60	Aur
103.0954	-5.3161	6.30	+0.99			
105.0750	-5.3669	6.30	+0.57			
109.8071	-33.7272	6.30	+1.31			
113.0929	-35.9614	6.30	-0.10			
113.9833	43.0311	6.30				
121.1787	-62.8361	6.30	-0.10			
126.6958	26.9353	6.30	+0.18	φ²	23	Cnc
127.6633	-44.7372	6.30	-0.02			
128.6221	-37.6114	6.30	+1.56			
130.1125	19.5450	6.30	+0.17	ε	41	Cnc
132.0008	-52.8506	6.30	-0.10			
140.8642	-60.3025	6.30	+1.48			
148.2417	-27.3322	6.30	+0.62			
149.4871	45.4144	6.30	+1.11			
149.6088	27.7589	6.30				
154.1675	-51.2050	6.30	+1.54			
154.6575	-36.8047	6.30	+1.28			
158.8533	-76.3092	6.30	+1.20			
163.9054	24.7489	6.30			54	Leo
166.5242	-51.2125	6.30	+0.95			
167.9321	14.4003	6.30	+0.21			
178.4596	0.5519	6.30	+0.20			
186.3221	-65.7706	6.30	+0.96			
193.1150	16.1225	6.30	+0.16			
205.6200	41.6742	6.30	+0.86			
210.9712	-22.4217	6.30	+0.45			
210.8846	10.7867	6.30	+0.74			
220.1367	-56.4408	6.30	+1.18			
221.8837	-43.5575	6.30	+1.08			
227.6858	-61.4225	6.30	+0.63			
228.3829	22.9833	6.30	+0.06			
230.2558	-15.5483	6.30	+0.41	ο	29	Lib
242.9942	-19.4497	6.30	+0.13	ν	14	Sco
249.1792	15.4981	6.30	-0.11			
247.8671	72.6119	6.30	+1.32			
254.0700	73.1278	6.30	+0.24			
256.1887	-20.4947	6.30	-0.02			
256.5492	-21.5647	6.30	+0.13			
258.0687	-38.8222	6.30	+1.05			
265.9458	-7.0794	6.30	+0.38			
269.3096	23.9958	6.30	+0.63			
270.4513	-36.3778	6.30	-0.03			
274.6667	-42.2883	6.30	-0.11			
274.5121	13.7769	6.30	-0.03			
274.9837	51.3478	6.30	+1.10			
276.4775	-33.9453	6.30	-0.08			
284.7483	50.8094	6.30	+0.98			
285.5900	8.3742	6.30	+1.67			
287.0608	-24.6569	6.30	+0.04			
287.8288	-29.5022	6.30	-0.04			
292.6437	-55.1100	6.30	+0.45	μ		Tel
303.9608	-30.0053	6.30	+1.51			
305.1171	-29.1972	6.30	+0.17			
305.7533	-9.6547	6.30	+0.91			
311.6604	46.5317	6.30	+0.03			
326.1229	-38.5525	6.30	+1.12			
332.9871	59.0847	6.30	+1.13			
339.2696	12.5772	6.30				
339.2029	35.6525	6.30	+1.37			
341.0688	-60.4994	6.30	+0.56			
341.9842	-25.9119	6.30	+0.91			
346.6329	19.9108	6.30	+0.49			
3.4342	-26.2847	6.31	+1.48			
20.0812	77.5706	6.31	+0.92			
21.5363	34.5797	6.31	+0.47			
22.3767	-46.7564	6.31	+1.66			
31.5513	8.2475	6.31	+1.65			
32.5325	53.8431	6.31	+0.95			
35.5492	-43.2000	6.31	+1.00			
43.2987	16.4833	6.31				
44.9096	-32.5072	6.31	0.00			
47.0162	52.2133	6.31	-0.01			
48.9458	32.8564	6.31	+0.37			
61.6525	54.0086	6.31	+0.99			
63.8717	6.1867	6.31	+0.59			
64.9062	10.1214	6.31	+1.43			
75.9750	-41.7450	6.31	+0.53			
84.2279	-66.5603	6.31	-0.07			
85.7887	-1.6131	6.31	+1.47			
88.5654	3.2253	6.31	+1.29			
92.6663	-45.2819	6.31	-0.03			
95.3575	2.2686	6.31	+0.24			
96.1854	-40.2842	6.31	-0.05			
101.0525	36.1097	6.31	+0.06			
105.0337	-20.1589	6.31	-0.15			
111.3413	81.2575	6.31	-0.04			
110.9929	-35.8378	6.31	-0.15			
111.4292	-31.7386	6.31	-0.17			
116.7742	-39.3314	6.31	-0.17			
118.0300	3.2772	6.31	+1.59			
120.4325	25.0897	6.31	+0.01	ω²	4	Cnc
128.2225	69.3200	6.31	+1.35			
129.2029	74.7236	6.31				
127.8525	-39.0642	6.31	-0.15			
138.3579	-38.6164	6.31	0.00			
141.2321	51.5739	6.31	+0.75			
143.8904	-19.5836	6.31	+0.06			
144.9475	-10.5703	6.31	-0.03		37	Hya
147.5987	65.5933	6.31	+0.28			
163.1504	-0.2014	6.31	+1.50			
169.1154	-45.8800	6.31	+0.40			
174.1700	-37.2378	6.31	+0.06			
180.2575	-1.7681	6.31	+1.21			
192.1958	24.8403	6.31	+0.70			
194.3883	-22.7539	6.31	+1.07			
196.2071	73.0253	6.31				
201.7762	-49.1439	6.31				
213.9117	-45.0008	6.31	+0.60			
235.8538	-15.0433	6.31	+1.16			
239.2658	-48.1622	6.31	+0.38			
239.6279	-37.5031	6.31	+1.01			
238.9571	58.9117	6.31	-0.02			
239.3746	39.6953	6.31	+1.07			
243.5563	5.9019	6.31	+1.15			
249.4500	13.6869	6.31	+0.41			
255.3875	14.9494	6.31	+0.04			
274.3508	-9.7586	6.31	+0.38			
276.1754	-7.0753	6.31	+1.16			
276.9325	-26.6347	6.31	+0.26			
280.9642	-6.8186	6.31	+0.48			
281.1675	23.5897	6.31	+0.40			
283.3004	-51.9311	6.31	-0.09			
284.3946	-39.8233	6.31	+0.20			
285.5292	52.2611	6.31	+1.00			
286.4463	29.9217	6.31	+1.65			
289.6571	49.5697	6.31	+1.12			
289.9121	37.3306	6.31	+0.68			
290.1379	35.1861	6.31	-0.12			
290.5863	-8.2011	6.31	-0.10			
291.3433	20.2714	6.31	-0.02			
302.1596	10.7258	6.31	-0.12			
304.7333	-47.7108	6.31	+1.67			
303.9308	50.2328	6.31				
315.7575	14.7300	6.31	+1.67			
319.5013	-64.6817	6.31	-0.07			
321.0867	-46.6150	6.31	+0.20			
323.8292	28.1972	6.31	+0.35			
327.4212	-12.7231	6.31	+0.22			
339.9333	-28.3253	6.31	+1.01			
340.2000	-3.5542	6.31	+0.52			
344.3217	-4.8100	6.31	+0.94			
348.5596	50.6178	6.31				
350.8829	0.2914	6.31	+1.61			
356.5050	-40.1825	6.31	+0.20			
359.1246	-24.7372	6.31	+0.92			
14.4771	13.6958	6.32	+0.89			
26.9500	46.2297	6.32	+0.43			
26.9492	-37.1597	6.32	+1.02			
32.5204	-43.8156	6.32	+0.90			
43.2104	-9.4411	6.32	+0.19			
52.5812	71.8639	6.32	+1.80			
51.5488	-41.6369	6.32	+0.06			
57.9242	68.5075	6.32	-0.08			
60.1538	17.2967	6.32	+0.06			
63.2150	68.5017	6.32	+1.18			
63.9429	15.4006	6.32	+0.40		48	Tau
66.7538	57.5853	6.32	+0.04			
75.1658	-2.0656	6.32	+0.28			
78.4467	0.5603	6.32	+1.46			
81.1508	2.3528	6.32	-0.15			
83.7400	-61.1758	6.32	+0.85			
86.8275	-35.6747	6.32	+1.18			
89.1408	28.9422	6.32	+0.30			
94.7575	17.3250	6.32	-0.07			
97.1763	-41.0744	6.32	+0.40			
103.6113	-42.3656	6.32	+2.24			
108.9479	-23.7406	6.32				
109.2383	-30.8967	6.32	+0.20			
117.3675	-44.7519	6.32	+0.96			
117.8354	-43.0956	6.32	-0.17			
119.8012	-49.9767	6.32				
122.2371	-11.3397	6.32	+0.01			
126.1371	82.4308	6.32	+0.01			
124.8129	-10.1658	6.32	+0.33			
125.8217	-38.2858	6.32	+1.63			
126.9033	45.6531	6.32	+0.62			
126.6950	26.9344	6.32	+0.18	φ²	23	Cnc
129.0321	15.3136	6.32				
130.9762	-68.2117	6.32	+1.50			
138.8958	-57.5781	6.32	+1.04			
149.2250	-27.4750	6.32	+0.17			
152.7454	40.6614	6.32	+1.25			
154.9975	-9.0589	6.32	+0.33			
156.0546	2.3681	6.32	+1.00			
157.4762	65.6261	6.32	+1.14		35	UMa
166.6142	-50.9567	6.32	+1.16			
171.6063	33.4506	6.32	+0.43			
186.2767	63.8028	6.32	+0.91			
193.0513	17.0739	6.32	+1.59		32	Com
197.3100	-9.5383	6.32	+1.02			
205.0967	50.5194	6.32	+0.54			
209.0437	32.0325	6.32	+0.37			
214.4550	48.0017	6.32	+0.44			
216.5558	-42.3192	6.32	+1.19			
228.2542	-61.7439	6.32	+1.90			
229.8758	32.5153	6.32	+0.24			
234.5654	-28.2067	6.32	+1.17			
241.7642	-14.0708	6.32	+0.66			
243.6629	-18.5353	6.32	+1.09			
253.0725	-67.6819	6.32	+1.28			
249.4704	78.9183	6.32	+1.14			
252.5929	-2.6539	6.32	+0.42			
253.4950	-41.9947	6.32	+0.50			
254.4262	24.3814	6.32	+1.10			
259.9979	-5.9172	6.32	+0.85			
259.1225	60.6706	6.32	+1.09			
271.7763	49.7106	6.32				
275.9492	53.3008	6.32	+0.16			
278.3471	-38.7203	6.32		κ¹		CrA
281.0321	-36.7186	6.32	+0.98			
285.3896	-15.2825	6.32	+1.00			
289.7196	9.6181	6.32	+1.05			
290.7692	-7.4003	6.32	+1.45			
291.8913	14.2825	6.32	-0.06			
294.0346	22.5858	6.32	-0.07			
299.6433	38.1056	6.32	-0.09			
304.0950	-12.3369	6.32	+0.01		3	Cap
309.3825	31.5725	6.32	-0.09		48	Cyg
310.8062	57.1142	6.32	+0.33			
315.9304	46.8619	6.32	+0.25			
321.0962	24.5289	6.32	+1.04			
323.5708	-42.9250	6.32	+1.09			
331.7900	58.8408	6.32	+0.88			
332.7150	30.5531	6.32	+0.18			
338.1954	15.8633	6.32	+1.19			
349.8642	34.7933	6.32	-0.08			
349.9233	48.3808	6.32	+1.12			
352.0029	-35.5444	6.32	+1.20			
0.6008	8.9569	6.32	+0.18		31	Psc
2.2600	-54.0019	6.33	+0.74			
4.6775	-43.2353	6.33	+1.21			
4.9233	40.7297	6.33	+1.18			
11.6625	69.3250	6.33				
25.3387	-79.1483	6.33	+0.94	τ¹		Hyi
33.9913	47.8114	6.33				
36.2433	-2.7800	6.33	0.00		71	Cet
48.1100	47.7258	6.33	+1.43			
55.0475	-15.2267	6.33	+0.88			
69.0067	-3.6119	6.33	-0.10			
71.6004	-2.9544	6.33	+0.04			
80.2471	27.9572	6.33	+0.04			
82.5862	-7.4347	6.33	-0.19			
84.4404	33.5592	6.33	+1.31			
92.7575	18.1294	6.33	+1.35			
96.2204	16.0569	6.33	+1.08			
102.0537	55.7044	6.33				
102.4333	-24.0758	6.33	+0.04			
102.6538	-25.7781	6.33	-0.18			
108.4883	-30.3400	6.33	-0.20			
116.2887	20.3164	6.33	0.00		79	Gem
117.0800	-56.4711	6.33	+1.01			
119.0950	-30.2853	6.33	+1.66			
120.6083	-6.3372	6.33	+0.62			
119.9175	-60.2075	6.33	-0.06			
126.8183	-31.6731	6.33	+0.90			
128.8538	2.7436	6.33	+1.02			
129.6679	-19.7369	6.33	+1.59			
131.0421	36.9181	6.33				
133.1008	5.3400	6.33	+0.12			
138.8383	84.1811	6.33	+0.30			
139.4262	-54.4953	6.33	+1.41			
140.2313	-15.6178	6.33	+0.46			
163.1146	-79.5594	6.33	+1.46			
168.4175	41.0886	6.33	+1.15			
175.2550	-83.1000	6.33	+1.08			
181.4717	-65.5472	6.33	+0.22			
183.4029	-33.7928	6.33	+0.08			
184.2142	86.4361	6.33	+0.43			
184.8733	28.1569	6.33	+0.50		9	Com
186.4062	-86.1506	6.33	+1.08			
189.5183	3.2825	6.33	+0.01			
190.5213	-69.4075	6.33	+0.78			
191.1129	44.1031	6.33	+0.43			
193.0221	-48.0942	6.33	+0.03			
197.9712	-63.3028	6.33	+0.44			
198.0350	24.2581	6.33	+0.98			
203.6204	-48.2722	6.33	-0.05			
206.7379	6.3506	6.33	+0.63			
214.9487	38.7939	6.33	+0.05			
218.5487	32.5344	6.33	+0.40			
221.4908	-15.4597	6.33	+1.19		5	Lib
228.1304	-48.2186	6.33	+1.12			
236.4154	0.8914	6.33	+1.19			
240.3312	-31.8894	6.33	+1.45			
241.9663	-24.4619	6.33	-0.06			
242.2621	57.9378	6.33				
244.3371	-53.0867	6.33	+0.27			
246.2258	-45.3492	6.33	+0.19			
254.0371	-50.6750	6.33	-0.02			
255.4963	8.4506	6.33	+0.09			
257.9383	7.8947	6.33	+1.04			
274.5038	-68.2292	6.33	-0.04			
275.7592	-10.2186	6.33	+0.14			
292.3371	20.2797	6.33	-0.10		7	Vul
299.6746	70.3669	6.33	+0.88			
306.4333	10.0564	6.33	+1.56			
311.5883	52.9953	6.33	+1.12			
312.4513	7.8642	6.33	+0.02		14	Del
312.4779	46.6611	6.33	-0.07			
313.2550	-23.7831	6.33	+0.88			
316.1892	2.2697	6.33	+0.97			
315.9671	41.6281	6.33	+0.38			
325.1400	-55.7375	6.33	+1.06			
329.5554	-5.4247	6.33	+0.37			
332.5925	14.6300	6.33	+1.08			
342.4963	-32.8053	6.33	+0.31			
344.6775	7.3397	6.33	+0.06			
346.7896	-49.6067	6.33	+1.45			
349.7837	-79.4728	6.33	+0.91			
357.3000	58.9631	6.33	+0.40			
19.2712	44.9019	6.34				
20.2717	64.6583	6.34	+0.09		35	Cas
25.7433	61.4217	6.34	+0.01			
25.8188	45.3222	6.34	+1.01			
25.9583	32.1917	6.34				
27.3313	-31.0728	6.34	+1.22			
34.7437	-25.9456	6.34	+0.73			
59.1258	71.8217	6.34	+0.30			
61.4446	-20.5122	6.34	+0.92			
76.1088	-35.7053	6.34	+0.30	γ²		Cae
79.8967	-1.4122	6.34	-0.11			
80.0858	-34.6989	6.34	+0.33			
84.8625	21.7628	6.34	+0.06			
85.3625	-33.4006	6.34	-0.04			
86.1183	-20.1264	6.34	+0.58			
86.5117	-4.2683	6.34	+1.05			
91.2846	59.3931	6.34	+1.10			
91.2608	37.9642	6.34				
95.8100	-31.7900	6.34	+0.89			
97.8958	-36.9400	6.34	+1.63			
99.2137	-41.5569	6.34	+1.15			
103.8133	45.8264	6.34	+0.94			
104.2504	-8.1789	6.34	+0.64			
106.5025	-30.6556	6.34	-0.16			
114.0325	-22.1606	6.34	+0.99			
116.9104	-15.9908	6.34	+1.78			
119.5692	43.9775	6.34	1.06			
120.2529	23.5831	6.34				
120.4796	35.4131	6.34	+1.56			
119.8058	-49.9736	6.34				
120.5258	-37.0506	6.34	+1.62			
119.8171	-73.2447	6.34	+0.14			
127.8733	-54.3942	6.34	+1.31			
130.1817	-57.5453	6.34	+0.20			
146.4808	63.6533	6.34	+0.31		28	UMa
161.5938	57.3658	6.34	+1.56		41	UMa
165.2383	-15.7928	6.34	+1.18			
165.9021	-13.4344	6.34	+0.88			
184.4346	15.1442	6.34	+1.37			
191.7596	5.9508	6.34	-0.05			
201.9979	52.7458	6.34	+0.23			
204.7996	-75.6839	6.34	+0.01			
210.4608	68.6786	6.34	+1.40			
212.2346	-59.2767	6.34	+0.05			
213.1021	-24.3642	6.34	+1.35			
234.8388	-23.1503	6.34	+0.02			
235.0642	-31.2136	6.34	+1.43			
247.6617	77.4467	6.34	+1.00			
253.8167	13.6197	6.34	+0.34			
254.4592	42.5125	6.34	+1.28			
256.9446	40.5161	6.34	+0.03			
265.2958	15.1781	6.34	+0.03			
265.7733	44.0844	6.34	+1.54			
270.2204	6.2683	6.34	-0.08			
271.1675	23.9425	6.34	+0.30			
271.5308	-0.4467	6.34	+1.06			
271.2533	41.9467	6.34	+0.26			
283.2579	-9.5761	6.34	+0.20			
287.4650	-0.4281	6.34	-0.04			
291.0225	-68.3711	6.34	+1.23			
290.5400	-42.0161	6.34	+1.14			
291.9021	37.9411	6.34	-0.14			
293.8742	-7.4603	6.34	+1.12			
294.9558	-23.4278	6.34	+0.03		53	Sgr
295.5533	12.1933	6.34	-0.03		46	Aql
296.2042	40.7167	6.34	+1.64			
296.6862	68.4383	6.34	+0.28			
301.2725	-11.5994	6.34	+0.52			
301.3604	15.5003	6.34	+1.64			
302.9913	-12.3925	6.34	+1.21	ξ¹	1	Cap
307.9925	25.8044	6.34	+0.26			
313.2808	29.6494	6.34	+1.09			
316.8900	15.6586	6.34	+1.01			
335.1508	-57.5100	6.34	+1.37			
338.3208	70.3739	6.34	0.00			
340.3808	30.9658	6.34				
342.3225	-70.3478	6.34	+0.07			
343.2971	40.1672	6.34	-0.08			
349.4167	-11.7131	6.34	+0.05			
357.2246	59.9789	6.34	-0.01			
3.7942	27.2831	6.35	-0.02			
4.0583	76.9508	6.35	-0.07			
16.4550	4.9083	6.35	+0.38		77	Psc
20.6271	-19.0814	6.35	+0.48			
26.1104	46.1397	6.35				
29.6113	-33.0667	6.35	+1.02			
40.9633	25.6381	6.35	+0.08			
50.5679	-25.5878	6.35	+0.01			
71.4271	23.6281	6.35	+0.06			
74.5450	-2.2125	6.35	+0.10			
80.8796	5.3225	6.35	+0.12			
81.7700	-11.9008	6.35	+0.51			
82.1450	13.6789	6.35	+0.15			
87.6192	-52.7678	6.35	+0.76			
91.1183	-45.0367	6.35	+0.52			
92.3346	-18.1261	6.35	-0.03			
95.3579	17.7636	6.35				
96.4463	-3.8892	6.35	+1.02			
98.9750	-36.0889	6.35	+0.48			
99.1704	-22.6150	6.35	-0.11			
104.8337	7.3169	6.35	-0.11			
108.4921	71.8167	6.35	+1.12			
110.5717	59.9019	6.35			47	Cam
110.2629	42.6556	6.35	+1.46			
119.3175	1.1269	6.35	+0.50			
137.9817	5.4683	6.35	+0.32			
138.8538	-15.0247	6.35	+0.02			
148.0500	0.0756	6.35	+0.94			
149.0404	-71.3894	6.35	-0.08			
153.4858	-40.3106	6.35	+0.94			
155.9621	-57.9539	6.35	+1.52			
157.1521	45.2122	6.35	+1.32			
164.1433	25.5000	6.35	+1.03		50	LMi
167.8729	-71.4364	6.35	+1.37			
169.6429	-79.6686	6.35	+0.26			
172.6042	46.6575	6.35	+1.27			
177.7304	12.2789	6.35	+0.27			
177.8412	-12.1878	6.35	+0.40			
182.4471	74.6614	6.35	+0.50			
183.4821	-78.5736	6.35	+1.24			
186.9558	-16.6319	6.35	+0.84			
187.5200	-13.3931	6.35	+0.56			
200.5158	43.9031	6.35	+0.24			
207.9025	-36.4333	6.35	+0.48			
216.7079	-39.8739	6.35	-0.08			
217.4033	41.7958	6.35	+0.70			
221.9787	-12.8397	6.35	+1.10			
224.5367	-48.8631	6.35	+0.71			
226.6463	36.4556	6.35	+0.52			
230.1962	-2.4133	6.35	+1.06			
249.9129	-9.5544	6.35	+0.48			
252.0371	13.5906	6.35	+0.87			
253.6500	-30.5872	6.35	+0.21			
255.9696	19.6906	6.35	+1.52			
260.3892	16.7308	6.35	+1.61			
260.3800	28.7581	6.35	+0.70			
261.1408	15.6061	6.35	-0.02			
267.1158	-26.9750	6.35	+0.12			
271.3612	-81.4864	6.35	+1.50			
267.9979	-1.2367	6.35	+1.12			
280.7300	-19.2839	6.35	+1.75			
290.7017	9.9131	6.35	+0.44			
294.7042	3.3817	6.35	+0.04			
313.3542	-30.7186	6.35	+1.09			
321.1025	10.1742	6.35	+0.47			
329.4625	74.9967	6.35	+1.56			
331.8750	18.0006	6.35	+1.64			
336.6433	-16.7425	6.35	+0.61		53	Aqr
337.8925	29.5428	6.35	+0.19			
338.0783	54.0375	6.35				
348.2667	29.4417	6.35	+0.93			
352.2733	23.0478	6.35				
354.1271	32.9042	6.35	+0.46			
358.5892	-27.0422	6.35	+0.20			
24.6321	45.4000	6.36	+0.04			
32.8708	57.6458	6.36	+0.33		5	Per
38.8663	39.6644	6.36	-0.10			
40.8346	-40.5275	6.36	-0.02			
43.2167	52.9978	6.36	+0.07			
42.6996	-39.9317	6.36	+0.05			
45.8762	28.2697	6.36				
49.3817	65.6586	6.36	+0.09			
65.9992	24.3011	6.36	+0.17		62	Tau
68.9279	19.8817	6.36				
79.8229	-18.5200	6.36	-0.16			
85.5163	22.6603	6.36				
88.5588	-29.1478	6.36	+0.37			
87.8458	-64.0336	6.36	+0.86			
89.1438	-23.2156	6.36	+1.07			
92.0958	41.0556	6.36	+1.05			
103.9783	-31.7900	6.36				
108.4513	-22.9064	6.36	-0.21			
117.9204	-12.8194	6.36	+0.39		8	Pup
122.1812	-20.3631	6.36	+0.16			
127.4013	-55.1911	6.36	+0.80			
128.2504	24.0847	6.36	+1.02	υ²	32	Cnc
128.2442	-34.6339	6.36	+0.95			
129.8050	-60.3172	6.36	0.00			
131.9188	-41.7372	6.36	+0.58			
135.4192	39.7133	6.36	+0.30			
143.9704	14.3797	6.36	+0.01		7	Leo
152.0071	-37.3336	6.36	+0.98			
161.9112	-57.4678	6.36	+1.62			
185.8075	-67.6317	6.36	+0.89			
213.5887	-5.9475	6.36	+0.60			
216.4146	-66.1733	6.36	+0.13			
224.1492	-39.4161	6.36	+0.06			
233.5871	-39.3494	6.36	-0.03			
238.2342	17.4036	6.36				
255.5717	31.8847	6.36	+1.13			
257.2271	-3.8828	6.36	+0.69			
259.5850	-32.5533	6.36	+0.15			
265.2729	24.5133	6.36	+1.20			
265.8242	-27.8842	6.36	+0.47			
269.3621	11.0442	6.36	+0.11			
268.6108	75.1708	6.36	+0.98			
272.8117	-19.8422	6.36	+0.16			
273.1775	41.1469	6.36	+1.03			
273.9917	-3.6175	6.36	+0.20			
275.9892	38.7392	6.36				
277.3038	-43.8458	6.36	+0.90			
278.3454	-5.9114	6.36	+0.02			
280.0083	30.8494	6.36				
281.3279	-21.0014	6.36	+0.45			
285.1033	-24.9422	6.36	+1.25			
287.7575	-39.0050	6.36	+0.01			
287.8788	26.7358	6.36	+0.41			
291.0254	36.4519	6.36				
295.3121	22.4528	6.36	+1.53			
306.5979	56.6389	6.36	0.00			
308.2183	-24.9439	6.36	-0.01			
309.4671	-25.1089	6.36	+0.33			
312.6963	-32.0544	6.36	+1.54			
321.2154	-3.3983	6.36	+0.33		20	Aqr
324.0579	30.0556	6.36				
341.8467	58.4828	6.36	-0.04			
348.6521	24.1031	6.36				
355.9563	-15.2844	6.36	+1.58			
12.8262	3.3850	6.37	+1.07			
14.2317	68.7761	6.37	+0.38			
14.5787	21.4044	6.37	+0.09			
16.8046	-23.9964	6.37	+0.23			
25.5742	58.6278	6.37	-0.02			
27.4533	-38.4039	6.37	+0.52			
29.4733	-65.4247	6.37	+0.90			
34.8446	48.9553	6.37				
34.8529	-41.8483	6.37	+1.16			
37.0183	-64.2997	6.37	-0.04			
53.4217	57.8689	6.37	+0.51			
59.9196	10.3308	6.37	+0.42			
63.3987	-40.3578	6.37	+1.46			
64.0879	-60.9486	6.37	+0.07			
64.7625	-33.9050	6.37	+0.13			
68.8083	-9.7367	6.37	+0.11			
72.6517	70.9417	6.37	-0.08			
71.9567	-30.0203	6.37	+1.07	ζ		Cae
73.7429	19.4853	6.37	+0.29			
74.0650	24.5922	6.37	+0.33			
78.6483	76.4728	6.37	-0.02			
78.3888	-8.1478	6.37	-0.13			
82.6879	39.8258	6.37	+0.97			
84.7392	26.6178	6.37				
90.4233	22.4008	6.37	-0.07			
93.9750	1.1692	6.37	+0.46			
100.4971	6.3450	6.37	-0.05			
100.9033	-73.1181	6.37	+0.96			
104.5317	-27.1647	6.37	-0.19			
111.6162	10.6083	6.37	+0.09			
114.3200	-23.7750	6.37	+0.54			
122.1567	-37.6814	6.37	-0.04			
123.4213	-33.5692	6.37	+1.14			
130.9988	4.3347	6.37	-0.06			
131.7050	-34.6228	6.37	-0.13			
136.5317	-64.4997	6.37	+1.35			
145.0838	-10.7692	6.37	+0.08			
147.4638	-36.2686	6.37	+1.01			
152.1429	83.9183	6.37	+1.52			
149.0913	-51.3361	6.37	-0.17			
151.4204	15.7575	6.37	+0.37			
